"특성별(1)",특성별(2),2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020
"특성별(1)",특성별(2),신선편의채소,신선편의채소,신선편의채소,신선편의채소,신선편의채소,신선편의채소,신선편의채소,신선편의채소,신선편의과일,신선편의과일,신선편의과일,신선편의과일,신선편의과일,신선편의과일,신선편의과일,신선편의과일,신선편의채소,신선편의채소,신선편의채소,신선편의채소,신선편의채소,신선편의채소,신선편의채소,신선편의채소,신선편의과일,신선편의과일,신선편의과일,신선편의과일,신선편의과일,신선편의과일,신선편의과일,신선편의과일,신선편의채소,신선편의채소,신선편의채소,신선편의채소,신선편의채소,신선편의채소,신선편의채소,신선편의채소,신선편의과일,신선편의과일,신선편의과일,신선편의과일,신선편의과일,신선편의과일,신선편의과일,신선편의과일
"특성별(1)",특성별(2),구입경험 (%),구입경험 (%),구입 변화,구입 변화,구입 변화,구입 변화,구입 변화,구입 변화,구입경험 (%),구입경험 (%),구입 변화,구입 변화,구입 변화,구입 변화,구입 변화,구입 변화,구입경험 (%),구입경험 (%),구입 변화,구입 변화,구입 변화,구입 변화,구입 변화,구입 변화,구입경험 (%),구입경험 (%),구입 변화,구입 변화,구입 변화,구입 변화,구입 변화,구입 변화,구입경험 (%),구입경험 (%),구입 변화,구입 변화,구입 변화,구입 변화,구입 변화,구입 변화,구입경험 (%),구입경험 (%),구입 변화,구입 변화,구입 변화,구입 변화,구입 변화,구입 변화
"특성별(1)",특성별(2),없음,있음,매우 감소 (%),약간 감소 (%),비슷 (%),약간 증가 (%),매우 증가 (%),평균 (점),없음,있음,매우 감소 (%),약간 감소 (%),비슷 (%),약간 증가 (%),매우 증가 (%),평균 (점),없음,있음,매우 감소 (%),약간 감소 (%),비슷 (%),약간 증가 (%),매우 증가 (%),평균 (점),없음,있음,매우 감소 (%),약간 감소 (%),비슷 (%),약간 증가 (%),매우 증가 (%),평균 (점),없음,있음,매우 감소 (%),약간 감소 (%),비슷 (%),약간 증가 (%),매우 증가 (%),평균 (점),없음,있음,매우 감소 (%),약간 감소 (%),비슷 (%),약간 증가 (%),매우 증가 (%),평균 (점)
"전체",소계,21.3,78.7,6.0,15.2,59.9,18.4,0.5,2.92,39.0,61.0,8.0,13.1,64.9,13.6,0.5,2.86,15.3,84.7,9.9,17.1,56.4,16.4,0.3,2.80,27.3,72.7,11.8,17.1,61.4,9.6,0.1,2.69,12.8,87.2,5.5,16.4,59.6,18.3,0.2,2.91,27.9,72.1,6.8,17.8,61.0,14.2,0.1,2.83
"거주지역별",수도권,16.6,83.4,2.8,11.8,63.9,21.3,0.2,3.04,29.7,70.3,3.2,10.9,70.1,15.5,0.2,2.99,9.5,90.5,5.3,12.9,59.5,22.2,0.0,2.99,18.9,81.1,6.4,15.1,68.8,9.8,0.0,2.82,8.7,91.3,4.6,15.8,55.9,23.7,0.0,2.99,17.9,82.1,4.4,16.7,61.2,17.8,0.0,2.92
"거주지역별",충청권,23.1,76.9,6.8,19.7,61.0,12.5,0.0,2.79,60.9,39.1,19.2,14.7,57.0,9.1,0.0,2.56,21.0,79.0,14.4,25.5,42.6,15.0,2.5,2.66,36.8,63.2,11.6,14.6,64.3,8.8,0.7,2.72,7.6,92.4,0.3,10.1,73.3,16.3,0.0,3.06,42.7,57.3,6.4,23.7,56.8,12.3,0.8,2.77
"거주지역별",호남권,32.0,68.0,4.0,21.0,59.2,14.5,1.2,2.88,51.9,48.1,7.8,14.6,64.5,12.6,0.5,2.83,26.4,73.6,15.9,25.7,50.3,8.0,0.1,2.51,41.5,58.5,16.2,29.0,52.3,2.5,0.0,2.41,14.4,85.6,7.8,21.5,52.7,16.3,1.7,2.83,32.6,67.4,9.4,15.9,60.0,14.3,0.4,2.80
"거주지역별",대경권,35.6,64.4,6.7,16.9,60.3,16.1,0.0,2.86,45.4,54.6,6.3,15.0,68.0,10.7,0.0,2.83,16.0,84.0,2.8,11.0,75.4,10.8,0.0,2.94,28.8,71.2,3.5,17.4,64.9,13.5,0.7,2.90,16.2,83.8,1.5,11.8,72.4,14.3,0.0,3.00,34.4,65.6,1.4,7.2,82.3,9.0,0.1,2.99
"거주지역별",동남권,15.2,84.8,15.3,20.3,46.5,16.2,1.7,2.68,38.0,62.0,19.0,19.0,49.7,10.1,2.2,2.58,21.8,78.2,24.0,27.0,41.6,7.3,0.0,2.32,37.3,62.7,37.1,20.6,30.2,12.0,0.0,2.17,24.6,75.4,14.0,25.3,55.1,5.6,0.0,2.52,39.3,60.7,17.7,29.9,47.1,5.3,0.0,2.40
"거주지역별",강원권,37.9,62.1,14.3,5.3,60.5,19.8,0.0,2.86,49.3,50.7,20.3,7.0,54.7,18.0,0.0,2.70,11.8,88.2,10.8,6.8,74.1,7.6,0.7,2.81,23.2,76.8,13.2,8.6,71.4,6.8,0.0,2.72,23.7,76.3,7.3,7.8,75.8,7.7,1.4,2.88,43.9,56.1,15.5,5.0,74.5,5.0,0.0,2.69
"행정구역별",동,18.7,81.3,5.3,14.1,59.7,20.3,0.6,2.97,35.9,64.1,6.7,12.6,65.2,15.0,0.6,2.90,16.7,83.3,10.4,16.7,55.8,16.8,0.4,2.80,27.5,72.5,12.0,17.0,61.1,9.8,0.2,2.69,12.2,87.8,4.5,16.2,60.4,18.8,0.2,2.94,25.4,74.6,5.6,18.7,63.0,12.7,0.1,2.83
"행정구역별",읍면,32.9,67.1,9.9,21.3,60.9,7.9,0.0,2.67,52.8,47.2,15.4,16.0,63.2,5.4,0.0,2.59,10.6,89.4,8.3,18.1,58.2,15.3,0.1,2.81,26.7,73.3,11.2,17.2,62.6,9.0,0.0,2.69,15.8,84.2,10.1,17.8,55.5,16.2,0.5,2.79,40.2,59.8,14.2,12.6,49.5,23.2,0.5,2.83
"가구원수별",1인,24.4,75.6,6.4,14.8,64.4,13.7,0.6,2.87,39.0,61.0,8.3,12.3,63.4,15.3,0.7,2.88,16.9,83.1,11.5,16.1,56.2,16.0,0.1,2.77,28.7,71.3,13.1,15.8,60.1,11.1,0.0,2.69,12.5,87.5,7.7,15.1,60.2,16.9,0.0,2.86,27.1,72.9,7.8,17.3,58.6,16.0,0.2,2.83
